id,basename,title,topic_id,topic,scenario,team,staff_count,launched,actual_difficulty,resolved,mentions_price,price_only_at_end,body_characters,date,status,body_sha256
JEV-0032,jev-demo-0032,国産クラウドへのサイト移行の担当者の記録 — つむぎ広報室 [JEV-0032],T01,国産クラウドへのサイト移行,S07,つむぎ広報室,7,1,0,0,1,1,510,2024-05-18 09:00:00,Draft,73a25b9fea94942c3abdb9e8a44590f47a8cdbc886b48039264aa33c3271246f
JEV-0033,jev-demo-0033,国産クラウドへのサイト移行の作業日誌 — こもれび制作室 [JEV-0033],T01,国産クラウドへのサイト移行,S07,こもれび制作室,12,1,0,0,1,1,511,2025-03-18 04:00:00,Draft,b6853ae17c26b807a6c68d0efcd03a0b43e2c96679ec0a3df90cc66e4f871ad0
JEV-0034,jev-demo-0034,国産クラウドへのサイト移行の現場からの報告 — みなと企画室 [JEV-0034],T01,国産クラウドへのサイト移行,S07,みなと企画室,18,1,0,0,1,1,515,2026-01-15 23:00:00,Draft,314e9ea19e7476dd299cfe57391e5d2376f9d43431292b835c0df1e03d9c8f33
JEV-0035,jev-demo-0035,国産クラウドへのサイト移行の取り組みのメモ — しおり運用室 [JEV-0035],T01,国産クラウドへのサイト移行,S07,しおり運用室,25,1,0,0,1,1,520,2024-04-01 10:00:00,Draft,5d7bb977436e6c8ec05b6c0f2614247f19a07416c2468428c7b74ecb9bfbeea9
JEV-0036,jev-demo-0036,国産クラウドへのサイト移行の運用ノート — あさぎ情報室 [JEV-0036],T01,国産クラウドへのサイト移行,S08,あさぎ情報室,4,1,1,1,0,0,552,2025-01-30 05:00:00,Draft,0437d5690a8818604b851ad5e544c2760c54ccd0a3c61318f97a253f38914818
JEV-0037,jev-demo-0037,国産クラウドへのサイト移行の担当者の記録 — つむぎ広報室 [JEV-0037],T01,国産クラウドへのサイト移行,S08,つむぎ広報室,7,1,1,1,0,0,560,2025-11-30 00:00:00,Draft,037e9a4ec966650ec1462b37471256779ecd6047c5c6cfa16cdd560a50fd4d77
JEV-0038,jev-demo-0038,国産クラウドへのサイト移行の作業日誌 — こもれび制作室 [JEV-0038],T01,国産クラウドへのサイト移行,S08,こもれび制作室,12,1,1,1,0,0,561,2024-02-14 11:00:00,Draft,7de7a67ef95fb2a45a5fa8d9c4cfb6ccbb1b01bc2e5fbfe7462217bedb8daeb7
JEV-0039,jev-demo-0039,国産クラウドへのサイト移行の現場からの報告 — みなと企画室 [JEV-0039],T01,国産クラウドへのサイト移行,S08,みなと企画室,18,1,1,1,0,0,565,2024-12-14 06:00:00,Draft,59775700bfc7d74f5aae85cf302cb0b729d3abf4ddf954620a6bd0b02711be57
JEV-0040,jev-demo-0040,国産クラウドへのサイト移行の取り組みのメモ — しおり運用室 [JEV-0040],T01,国産クラウドへのサイト移行,S08,しおり運用室,25,1,1,1,0,0,570,2025-10-14 01:00:00,Draft,96b7f41af1b17581909304bb52bc8dd80355a58ac5d63fd9592f1fb70e8f8a42
JEV-0041,jev-demo-0041,国産クラウドへのサイト移行の運用ノート — あさぎ情報室 [JEV-0041],T01,国産クラウドへのサイト移行,S09,あさぎ情報室,4,1,1,0,0,0,502,2026-08-13 20:00:00,Draft,3e23ab6afe58290bf235d727b848ff9727e305342dc63325b2da9ffa38e764d7
JEV-0042,jev-demo-0042,国産クラウドへのサイト移行の担当者の記録 — つむぎ広報室 [JEV-0042],T01,国産クラウドへのサイト移行,S09,つむぎ広報室,7,1,1,0,0,0,510,2024-10-28 07:00:00,Draft,98e25be02ac309ddfe674848c179abaf0d3b8ebbe2c3df3496813b446f40dfe2
JEV-0043,jev-demo-0043,国産クラウドへのサイト移行の作業日誌 — こもれび制作室 [JEV-0043],T01,国産クラウドへのサイト移行,S09,こもれび制作室,12,1,1,0,0,0,511,2025-08-28 02:00:00,Draft,d7f39655ba81e9d2f865da82c362acff90f9de0b4e947f7e36d008fdf492c1ed
JEV-0044,jev-demo-0044,国産クラウドへのサイト移行の現場からの報告 — みなと企画室 [JEV-0044],T01,国産クラウドへのサイト移行,S09,みなと企画室,18,1,1,0,0,0,515,2026-06-27 21:00:00,Draft,98528ea13abd635881f4f244e8fe64ddfa43a10757495e96bb0c3c6e2a7f73d4
JEV-0045,jev-demo-0045,国産クラウドへのサイト移行の取り組みのメモ — しおり運用室 [JEV-0045],T01,国産クラウドへのサイト移行,S09,しおり運用室,25,1,1,0,0,0,520,2024-09-11 08:00:00,Draft,bca037ba2eb9a275affdcecc33a47d07a80dd8480c0eb813677cebb208c525e8
JEV-0046,jev-demo-0046,国産クラウドへのサイト移行の運用ノート — あさぎ情報室 [JEV-0046],T01,国産クラウドへのサイト移行,S10,あさぎ情報室,4,1,0,0,0,0,507,2025-07-12 03:00:00,Draft,dbe1badd74fc90ed2b0b77ea2a13264bec1a9f2fd7d7b915c0ef4b3f5104524b
JEV-0047,jev-demo-0047,国産クラウドへのサイト移行の担当者の記録 — つむぎ広報室 [JEV-0047],T01,国産クラウドへのサイト移行,S10,つむぎ広報室,7,1,0,0,0,0,515,2026-05-11 22:00:00,Draft,aae00ff8c1a3c6334db665719db31d6ae1b6af955d009039bed4918edbed20d9
JEV-0048,jev-demo-0048,国産クラウドへのサイト移行の作業日誌 — こもれび制作室 [JEV-0048],T01,国産クラウドへのサイト移行,S10,こもれび制作室,12,1,0,0,0,0,516,2024-07-26 09:00:00,Draft,d8d70c80be4dcd99c8493f2e9b0d04999815d20595a028dae2703ee8d7f6e59e
JEV-0049,jev-demo-0049,国産クラウドへのサイト移行の現場からの報告 — みなと企画室 [JEV-0049],T01,国産クラウドへのサイト移行,S10,みなと企画室,18,1,0,0,0,0,520,2025-05-26 04:00:00,Draft,802602ccfef8bdd4287e32e66f4374e9aa51ef2fd4cda968acb625a96bf4784e
JEV-0050,jev-demo-0050,国産クラウドへのサイト移行の取り組みのメモ — しおり運用室 [JEV-0050],T01,国産クラウドへのサイト移行,S10,しおり運用室,25,1,0,0,0,0,525,2026-03-25 23:00:00,Draft,1178a7e546843591a257b9d2b1d9c14a0f66c78306aaf035459d2cd40879968b
JEV-0051,jev-demo-0051,Movable Typeの承認フローの運用ノート — あさぎ情報室 [JEV-0051],T02,Movable Typeの承認フロー,S01,あさぎ情報室,4,1,1,1,1,0,590,2024-06-09 10:00:00,Draft,40e53f451a90858fd3effeded56b29a28bbd9c2965f97909a80fe53f22f152c2
JEV-0052,jev-demo-0052,Movable Typeの承認フローの担当者の記録 — つむぎ広報室 [JEV-0052],T02,Movable Typeの承認フロー,S01,つむぎ広報室,7,1,1,1,1,0,598,2025-04-09 05:00:00,Draft,56e2cfb03ca406d7d80bee8a3beff945ac82db491a749b52568434a7f2b4de5c
JEV-0053,jev-demo-0053,Movable Typeの承認フローの作業日誌 — こもれび制作室 [JEV-0053],T02,Movable Typeの承認フロー,S01,こもれび制作室,12,1,1,1,1,0,599,2026-02-07 00:00:00,Draft,639285b434f1d5f41cdc6f690e38fa4c905c24bc34ed7fec157f24258a713fe1
JEV-0054,jev-demo-0054,Movable Typeの承認フローの現場からの報告 — みなと企画室 [JEV-0054],T02,Movable Typeの承認フロー,S01,みなと企画室,18,1,1,1,1,0,603,2024-04-23 11:00:00,Draft,b9f8d7be4177db4792e9f12de7473de38f686ef0d70164f0c4c6dd18f437dbfd
JEV-0055,jev-demo-0055,Movable Typeの承認フローの取り組みのメモ — しおり運用室 [JEV-0055],T02,Movable Typeの承認フロー,S01,しおり運用室,25,1,1,1,1,0,608,2025-02-21 06:00:00,Draft,9115cf8628619a6cc14f04ded32a3740514f1cd08298e595e5a207e792720d9e
JEV-0056,jev-demo-0056,Movable Typeの承認フローの運用ノート — あさぎ情報室 [JEV-0056],T02,Movable Typeの承認フロー,S02,あさぎ情報室,4,1,1,1,0,0,532,2025-12-22 01:00:00,Draft,4c70c8b13ca3804ec772892490d874351ec0d8cb9e358e22d7f27cd283a131b9
JEV-0057,jev-demo-0057,Movable Typeの承認フローの担当者の記録 — つむぎ広報室 [JEV-0057],T02,Movable Typeの承認フロー,S02,つむぎ広報室,7,1,1,1,0,0,540,2024-03-07 12:00:00,Draft,edb0e0891e0fae928a2e9bd12f39dd446a223bf66343884f7b794901ea3446b4
JEV-0058,jev-demo-0058,Movable Typeの承認フローの作業日誌 — こもれび制作室 [JEV-0058],T02,Movable Typeの承認フロー,S02,こもれび制作室,12,1,1,1,0,0,541,2025-01-05 07:00:00,Draft,0e25d50834841a9d50a1b64629491642fffa879e5f367c63fdf9826578f24d3c
JEV-0059,jev-demo-0059,Movable Typeの承認フローの現場からの報告 — みなと企画室 [JEV-0059],T02,Movable Typeの承認フロー,S02,みなと企画室,18,1,1,1,0,0,545,2025-11-05 02:00:00,Draft,4896a0ea60f48f53e4c858da1f81d3bb712ca41b6a10324434224a0c25039a33
JEV-0060,jev-demo-0060,Movable Typeの承認フローの取り組みのメモ — しおり運用室 [JEV-0060],T02,Movable Typeの承認フロー,S02,しおり運用室,25,1,1,1,0,0,550,2024-01-20 13:00:00,Draft,a77d3662ad1b69f37853b0a3ccfeaeadce7c836dc4fabde7938e47cfb48b76c0
JEV-0061,jev-demo-0061,Movable Typeの承認フローの運用ノート — あさぎ情報室 [JEV-0061],T02,Movable Typeの承認フロー,S03,あさぎ情報室,4,1,0,0,0,0,445,2024-11-19 08:00:00,Draft,73b58cbc82f4d31e235f14b176588d6d9be92c7fede9ab10af4775327b15105a
JEV-0062,jev-demo-0062,Movable Typeの承認フローの担当者の記録 — つむぎ広報室 [JEV-0062],T02,Movable Typeの承認フロー,S03,つむぎ広報室,7,1,0,0,0,0,453,2025-09-19 03:00:00,Draft,a0860a932a619a87832c5ecf6022df941f77e0f8c5bbd48e4746486f38231b3d
JEV-0063,jev-demo-0063,Movable Typeの承認フローの作業日誌 — こもれび制作室 [JEV-0063],T02,Movable Typeの承認フロー,S03,こもれび制作室,12,1,0,0,0,0,454,2026-07-19 22:00:00,Draft,cdbe374dacba7554be740cb9aebcc1107e86ca17cf9ea5edc73ed0e01a969a6d
JEV-0064,jev-demo-0064,Movable Typeの承認フローの現場からの報告 — みなと企画室 [JEV-0064],T02,Movable Typeの承認フロー,S03,みなと企画室,18,1,0,0,0,0,458,2024-10-03 09:00:00,Draft,547e5e74ad1ca36f91fafe97c0b5dc04722cc450f509f022f30c93b9be4ca0e3
JEV-0065,jev-demo-0065,Movable Typeの承認フローの取り組みのメモ — しおり運用室 [JEV-0065],T02,Movable Typeの承認フロー,S03,しおり運用室,25,1,0,0,0,0,463,2025-08-03 04:00:00,Draft,b33a2a665527fef7d880ed3d19f47798d8b7d0e9dcd8bcc3bfa742b4494b94c3
JEV-0066,jev-demo-0066,Movable Typeの承認フローの運用ノート — あさぎ情報室 [JEV-0066],T02,Movable Typeの承認フロー,S04,あさぎ情報室,4,0,0,0,0,0,537,2026-06-02 23:00:00,Draft,789f82a28f8c3658d66f96ff965cbce840e2d91cf962645fe5c1c6ecaf672d31
JEV-0067,jev-demo-0067,Movable Typeの承認フローの担当者の記録 — つむぎ広報室 [JEV-0067],T02,Movable Typeの承認フロー,S04,つむぎ広報室,7,0,0,0,0,0,545,2024-08-17 10:00:00,Draft,e730ea3269c92dc8b5a1bb40c335d62d92f3b321a1a637cca2940a3fe63a0331
JEV-0068,jev-demo-0068,Movable Typeの承認フローの作業日誌 — こもれび制作室 [JEV-0068],T02,Movable Typeの承認フロー,S04,こもれび制作室,12,0,0,0,0,0,546,2025-06-17 05:00:00,Draft,6df8e3fc8d6869ca766667fbb41a412e76590dafd7a9cf63309b5da80efb67bb
JEV-0069,jev-demo-0069,Movable Typeの承認フローの現場からの報告 — みなと企画室 [JEV-0069],T02,Movable Typeの承認フロー,S04,みなと企画室,18,0,0,0,0,0,550,2026-04-17 00:00:00,Draft,6484518903226c9a371f71d4347e9665e6ceaf725aea4c9803da8ee61b5b13fa
JEV-0070,jev-demo-0070,Movable Typeの承認フローの取り組みのメモ — しおり運用室 [JEV-0070],T02,Movable Typeの承認フロー,S04,しおり運用室,25,0,0,0,0,0,555,2024-07-01 11:00:00,Draft,72f94620df055781cd5c6dc17af17f1102f579c7dec239e3fc5c96ecafbcaba5
JEV-0071,jev-demo-0071,Movable Typeの承認フローの運用ノート — あさぎ情報室 [JEV-0071],T02,Movable Typeの承認フロー,S05,あさぎ情報室,4,0,0,0,1,0,522,2025-05-01 06:00:00,Draft,a26ce5f563ca28e2e54141a76370616fc6d3a2cf0d86b29b74533c318ee67fa2
JEV-0072,jev-demo-0072,Movable Typeの承認フローの担当者の記録 — つむぎ広報室 [JEV-0072],T02,Movable Typeの承認フロー,S05,つむぎ広報室,7,0,0,0,1,0,532,2026-03-01 01:00:00,Draft,39a4a5b503e965be1e7c1e21486bde17eb52a869336984eac5a8c7ee66f326dc
JEV-0073,jev-demo-0073,Movable Typeの承認フローの作業日誌 — こもれび制作室 [JEV-0073],T02,Movable Typeの承認フロー,S05,こもれび制作室,12,0,0,0,1,0,534,2024-05-15 12:00:00,Draft,1a3aac7f1d87912a8bd494052120fd902d7714534636feb6b4002dee9166e305
JEV-0074,jev-demo-0074,Movable Typeの承認フローの現場からの報告 — みなと企画室 [JEV-0074],T02,Movable Typeの承認フロー,S05,みなと企画室,18,0,0,0,1,0,537,2025-03-15 07:00:00,Draft,860248f0c006ea7ba3beaff3771aa1fc8feece792e94d21c9442d003cfc892a4
JEV-0075,jev-demo-0075,Movable Typeの承認フローの取り組みのメモ — しおり運用室 [JEV-0075],T02,Movable Typeの承認フロー,S05,しおり運用室,25,0,0,0,1,0,544,2026-01-13 02:00:00,Draft,004b621850f2a14a5416cda12c246d8f3b3791b424a6b5f47f228eb16889b6ab
JEV-0076,jev-demo-0076,Movable Typeの承認フローの運用ノート — あさぎ情報室 [JEV-0076],T02,Movable Typeの承認フロー,S06,あさぎ情報室,4,1,0,0,1,0,503,2024-03-29 13:00:00,Draft,0d7fcea7444873a77d70e45f28ef4acda85490b954de2e39a36b1d29c63b5a74
JEV-0077,jev-demo-0077,Movable Typeの承認フローの担当者の記録 — つむぎ広報室 [JEV-0077],T02,Movable Typeの承認フロー,S06,つむぎ広報室,7,1,0,0,1,0,511,2025-01-27 08:00:00,Draft,2b37d2c9fd4fac6ba758979b099d8ff60b101df1ee67fdb83f24dcb7a34a2597
JEV-0078,jev-demo-0078,Movable Typeの承認フローの作業日誌 — こもれび制作室 [JEV-0078],T02,Movable Typeの承認フロー,S06,こもれび制作室,12,1,0,0,1,0,512,2025-11-27 03:00:00,Draft,90b35b53cf3346df67a84ba5363aef3a3d1f7223afb64be9bd863476c44bab9d
JEV-0079,jev-demo-0079,Movable Typeの承認フローの現場からの報告 — みなと企画室 [JEV-0079],T02,Movable Typeの承認フロー,S06,みなと企画室,18,1,0,0,1,0,516,2024-02-11 14:00:00,Draft,dd4ce0c9498c1256508f60dac8f5851b12d886bc4730193ff8c5fac4ff78206a
JEV-0080,jev-demo-0080,Movable Typeの承認フローの取り組みのメモ — しおり運用室 [JEV-0080],T02,Movable Typeの承認フロー,S06,しおり運用室,25,1,0,0,1,0,521,2024-12-11 09:00:00,Draft,f4a2871dfad7a92dbc1e8f13f31da41360724a9137361e30546429090332ea75
JEV-0081,jev-demo-0081,Movable Typeの承認フローの運用ノート — あさぎ情報室 [JEV-0081],T02,Movable Typeの承認フロー,S07,あさぎ情報室,4,1,0,0,1,1,503,2025-10-11 04:00:00,Draft,e7f65818aa2d038ffa95f6aacd5ab0e0df322f394f5729727a059f910107ab38
JEV-0082,jev-demo-0082,Movable Typeの承認フローの担当者の記録 — つむぎ広報室 [JEV-0082],T02,Movable Typeの承認フロー,S07,つむぎ広報室,7,1,0,0,1,1,511,2026-08-10 23:00:00,Draft,cb8b4b736ad8fd7fbbfa30b8c7337f8dc2120817012e4977239efbb0a4cf2d78
JEV-0083,jev-demo-0083,Movable Typeの承認フローの作業日誌 — こもれび制作室 [JEV-0083],T02,Movable Typeの承認フロー,S07,こもれび制作室,12,1,0,0,1,1,512,2024-10-25 10:00:00,Draft,7ff0bb23584fe3207f2c9d5d5b98af14d184e766e075ea25403a4d24ab4b233c
JEV-0084,jev-demo-0084,Movable Typeの承認フローの現場からの報告 — みなと企画室 [JEV-0084],T02,Movable Typeの承認フロー,S07,みなと企画室,18,1,0,0,1,1,516,2025-08-25 05:00:00,Draft,02355247f8314b5c9caa12ecc66ee50eb38357df96882fb36ef73d9c10a8bdee
JEV-0085,jev-demo-0085,Movable Typeの承認フローの取り組みのメモ — しおり運用室 [JEV-0085],T02,Movable Typeの承認フロー,S07,しおり運用室,25,1,0,0,1,1,521,2026-06-25 00:00:00,Draft,9e00ff0ec531fd8542a9af9fd6d7b8d518cfc5e1b2198f6730b8751a4ab9e675
JEV-0086,jev-demo-0086,Movable Typeの承認フローの運用ノート — あさぎ情報室 [JEV-0086],T02,Movable Typeの承認フロー,S08,あさぎ情報室,4,1,1,1,0,0,555,2024-09-08 11:00:00,Draft,b7074717ea2047dd179057f381abc3ed03a4fabefa08af9cce3b4ac855189e43
JEV-0087,jev-demo-0087,Movable Typeの承認フローの担当者の記録 — つむぎ広報室 [JEV-0087],T02,Movable Typeの承認フロー,S08,つむぎ広報室,7,1,1,1,0,0,563,2025-07-09 06:00:00,Draft,ccf31efacc85f8eb1d91bdb1d1e99f6b23188972f7c7443bc13b0e279ab22006
JEV-0088,jev-demo-0088,Movable Typeの承認フローの作業日誌 — こもれび制作室 [JEV-0088],T02,Movable Typeの承認フロー,S08,こもれび制作室,12,1,1,1,0,0,564,2026-05-09 01:00:00,Draft,045218681b8b7331a4214522d010bedbec88c77ad7c2e899e765935fb21c14eb
JEV-0089,jev-demo-0089,Movable Typeの承認フローの現場からの報告 — みなと企画室 [JEV-0089],T02,Movable Typeの承認フロー,S08,みなと企画室,18,1,1,1,0,0,568,2024-07-23 12:00:00,Draft,52c9ec289c9aab0047870fbd340047e650a33876a7065d7babd9e43345028191
